1760,1660,1000
1760,1650,1000
1750,1640,1000
1740,1630,1000
1730,1620,1000
1720,1610,1000
1720,1600,1000
1710,1590,1000
1700,1580,1000
1690,1570,1000
1680,1560,1000
1680,1550,1000
1670,1540,1000
1660,1530,1000
1650,1520,1000
1640,1510,1000
1630,1500,1000
1620,1490,1000
1620,1480,1000
1610,1470,1000
1600,1470,1000
1590,1460,1000
1580,1450,1000
1570,1440,1000
1560,1430,1000
1550,1420,1000
1540,1410,1000
1530,1400,1000
1520,1390,1000
1510,1380,1000
1500,1380,1000
1500,1370,1000
1490,1360,1000
1480,1350,1000
1470,1340,1000
1460,1330,1000
1450,1330,1000
1440,1320,1000
1430,1310,1000
1420,1300,1000
1410,1290,1000
1400,1290,1000
1390,1280,1000
1380,1270,1000
1370,1260,1000
1360,1260,1000
1350,1250,1000
1340,1240,1000
1330,1240,1000
1320,1230,1000
1320,1220,1000
1320,1220,1000
1320,1210,1000
1330,1210,1000
1330,1200,1000
1330,1200,1000
1330,1190,1000
1330,1180,1000
1330,1180,1000
1340,1170,1000
1340,1170,1000
1340,1160,1000
1340,1160,1000
1340,1150,1000
1340,1150,1000
1340,1140,1000
1340,1130,1000
1340,1130,1000
1340,1120,1000
1340,1120,1000
1340,1110,1000
1350,1110,1000
1350,1100,1000
1350,1100,1000
1350,1090,1000
1350,1080,1000
1350,1080,1000
1350,1070,1000
1350,1070,1000
1340,1060,1000
1340,1060,1000
1340,1050,1000
1340,1040,1000
1340,1040,1000
1340,1030,1000
1340,1030,1000
1340,1020,1000
1340,1010,1000
1340,1010,1000
1340,1000,1000
1330,1000,1000
1330,990,1000
1330,980,1000
1330,980,1000
1330,970,1000
1330,960,1000
1320,960,1000
1320,950,1000
1320,940,1000
1320,940,1000
1330,950,1000
1340,960,1000
1350,970,1000
1360,980,1000
1370,1000,1000
1380,1010,1000
1400,1020,1000
1410,1030,1000
1420,1050,1000
1430,1060,1000
1440,1080,1000
1460,1090,1000
1470,1110,1000
1480,1120,1000
1490,1130,1000
1510,1150,1000
1520,1160,1000
1530,1180,1000
1550,1200,1000
1560,1210,1000
1570,1230,1000
1590,1240,1000
1600,1260,1000
1620,1270,1000
1630,1290,1000
1650,1300,1000
1660,1320,1000
1680,1330,1000
1690,1350,1000
1710,1360,1000
1720,1380,1000
1740,1390,1000
1750,1410,1000
1770,1420,1000
1780,1440,1000
1800,1450,1000
1820,1460,1000
1830,1480,1000
1850,1490,1000
1860,1510,1000
1880,1520,1000
1900,1530,1000
1910,1550,1000
1930,1560,1000
1940,1570,1000
1960,1580,1000
1970,1600,1000
1990,1610,1000
2010,1620,1000
2020,1630,1000
2010,1630,1000
2010,1630,1000
2000,1630,1000
2000,1630,1000
1990,1620,1000
1990,1620,1000
1980,1620,1000
1980,1620,1000
1970,1620,1000
1970,1620,1000
1960,1620,1000
1960,1610,1000
1950,1610,1000
1950,1610,1000
1940,1610,1000
1940,1610,1000
1930,1610,1000
1930,1610,1000
1920,1610,1000
1920,1610,1000
1910,1610,1000
1910,1610,1000
1900,1610,1000
1900,1610,1000
1890,1610,1000
1890,1610,1000
1880,1610,1000
1880,1610,1000
1870,1610,1000
1870,1610,1000
1860,1620,1000
1860,1620,1000
1850,1620,1000
1850,1620,1000
1840,1620,1000
1840,1620,1000
1830,1620,1000
1830,1620,1000
1820,1630,1000
1820,1630,1000
1810,1630,1000
1810,1630,1000
1800,1630,1000
1800,1640,1000
1790,1640,1000
1790,1640,1000
1780,1640,1000
1780,1640,1000
1770,1650,1000
