1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
1280,1793,1000
614,712,1000
642,708,1000
656,704,1000
666,700,1000
675,696,1000
682,693,1000
689,689,1000
695,685,1000
701,681,1000
706,677,1000
711,673,1000
715,669,1000
719,666,1000
723,662,1000
727,658,1000
730,654,1000
734,650,1000
737,646,1000
740,642,1000
743,639,1000
746,635,1000
748,631,1000
751,627,1000
754,623,1000
756,619,1000
758,615,1000
761,611,1000
763,607,1000
765,604,1000
767,600,1000
769,596,1000
770,592,1000
772,588,1000
774,584,1000
776,580,1000
777,576,1000
779,572,1000
780,568,1000
782,564,1000
783,560,1000
785,556,1000
786,552,1000
787,548,1000
788,544,1000
790,540,1000
792,537,1000
794,533,1000
796,529,1000
797,525,1000
799,521,1000
801,517,1000
802,513,1000
804,510,1000
805,506,1000
807,502,1000
808,498,1000
809,494,1000
811,490,1000
812,486,1000
813,482,1000
814,478,1000
816,474,1000
817,470,1000
818,466,1000
819,462,1000
820,458,1000
821,454,1000
822,450,1000
823,446,1000
824,442,1000
825,438,1000
825,434,1000
826,429,1000
827,425,1000
828,421,1000
829,417,1000
829,413,1000
830,408,1000
831,404,1000
831,400,1000
832,396,1000
832,391,1000
833,387,1000
833,383,1000
834,379,1000
834,374,1000
835,370,1000
835,365,1000
835,361,1000
836,357,1000
836,352,1000
836,348,1000
837,343,1000
837,339,1000
838,334,1000
838,330,1000
839,326,1000
840,322,1000
841,317,1000
841,313,1000
842,309,1000
843,304,1000
843,300,1000
844,295,1000
845,291,1000
845,286,1000
846,282,1000
846,277,1000
847,273,1000
847,268,1000
847,264,1000
848,259,1000
848,254,1000
849,250,1000
849,245,1000
849,240,1000
849,235,1000
850,230,1000
850,226,1000
850,221,1000
850,216,1000
850,211,1000
850,206,1000
850,201,1000
851,196,1000
851,191,1000
851,185,1000
851,180,1000
850,175,1000
850,170,1000
850,164,1000
850,159,1000
850,154,1000
850,148,1000
850,143,1000
849,137,1000
849,132,1000
849,126,1000
849,121,1000
848,115,1000
848,109,1000
847,104,1000
847,98,1000
847,92,1000
847,87,1000
847,81,1000
847,76,1000
847,70,1000
847,64,1000
847,59,1000
847,53,1000
847,47,1000
847,41,1000
847,35,1000
847,29,1000
847,23,1000
847,17,1000
846,11,1000
846,5,1000
846,-1,1000
846,-7,1000
845,-13,1000
845,-20,1000
845,-26,1000
844,-33,1000
844,-40,1000
843,-46,1000
843,-53,1000
842,-60,1000
842,-67,1000
841,-74,1000
841,-81,1000
840,-88,1000
839,-95,1000
839,-102,1000
838,-110,1000
837,-117,1000
836,-124,1000
836,-132,1000
835,-139,1000
834,-147,1000
833,-155,1000
832,-162,1000
831,-170,1000
830,-178,1000
829,-186,1000
828,-194,1000
827,-202,1000
825,-210,1000
824,-218,1000
823,-226,1000
822,-234,1000
820,-242,1000
819,-251,1000
818,-259,1000
818,-267,1000
817,-275,1000
816,-283,1000
815,-292,1000
814,-300,1000
813,-309,1000
813,-317,1000
812,-326,1000
811,-335,1000
810,-343,1000
808,-352,1000
807,-361,1000
806,-370,1000
805,-379,1000
804,-388,1000
802,-397,1000
801,-406,1000
800,-415,1000
798,-424,1000
797,-433,1000
795,-442,1000
794,-451,1000
792,-460,1000
790,-469,1000
789,-479,1000
787,-488,1000
785,-497,1000
783,-506,1000
781,-515,1000
779,-524,1000
777,-533,1000
775,-542,1000
773,-550,1000
771,-559,1000
769,-568,1000
766,-577,1000
