1658,1705,1000
1660,1703,1000
-346,1701,1000
1665,1699,1000
1667,1697,1000
1670,1695,1000
1672,1693,1000
1674,1691,1000
1676,1689,1000
1679,1687,1000
1681,1686,1000
1683,1684,1000
1685,1682,1000
1688,1680,1000
1690,1679,1000
1692,1677,1000
1694,1675,1000
1696,1674,1000
1698,1672,1000
1701,1671,1000
1703,1669,1000
1705,1667,1000
1707,1666,1000
1709,1664,1000
1711,1663,1000
1713,1661,1000
1715,1660,1000
1717,1658,1000
1720,1657,1000
1722,1656,1000
1724,1654,1000
1726,1653,1000
1728,1651,1000
1730,1650,1000
1732,1649,1000
1734,1648,1000
1736,1646,1000
1738,1645,1000
1740,1644,1000
1742,1642,1000
1744,1641,1000
1746,1640,1000
1748,1639,1000
1750,1638,1000
1752,1637,1000
1754,1635,1000
1756,1634,1000
1758,1633,1000
1760,1632,1000
1762,1631,1000
1758,1626,1000
1755,1622,1000
1751,1617,1000
1748,1612,1000
1744,1607,1000
1741,1603,1000
1737,1598,1000
1734,1593,1000
1730,1589,1000
1726,1584,1000
1723,1579,1000
1719,1575,1000
1715,1570,1000
1711,1566,1000
1708,1561,1000
1704,1556,1000
1700,1552,1000
1696,1547,1000
1692,1542,1000
1689,1538,1000
1685,1533,1000
1681,1529,1000
1677,1524,1000
1673,1520,1000
1669,1515,1000
1665,1510,1000
1661,1506,1000
1657,1501,1000
1653,1497,1000
1649,1492,1000
1645,1488,1000
1641,1483,1000
1637,1479,1000
1633,1474,1000
1629,1470,1000
1625,1465,1000
1621,1461,1000
1617,1456,1000
1612,1452,1000
1608,1448,1000
1604,1443,1000
1600,1439,1000
1596,1434,1000
1592,1430,1000
1588,1426,1000
1583,1421,1000
1579,1417,1000
1575,1413,1000
1571,1408,1000
1566,1404,1000
1565,1406,1000
1564,1407,1000
1562,1409,1000
1561,1411,1000
1560,1413,1000
1558,1415,1000
1557,1416,1000
1556,1418,1000
1554,1420,1000
1553,1422,1000
1551,1424,1000
1550,1426,1000
1548,1428,1000
1547,1430,1000
1545,1431,1000
1544,1433,1000
1542,1435,1000
1541,1437,1000
1539,1439,1000
1538,1441,1000
1536,1443,1000
1534,1445,1000
1533,1447,1000
1531,1449,1000
1529,1451,1000
1528,1453,1000
1526,1455,1000
1524,1458,1000
1523,1460,1000
1521,1462,1000
1519,1464,1000
1518,1466,1000
1516,1468,1000
-339,1470,1000
1512,1473,1000
1510,1475,1000
1509,1477,1000
1507,1479,1000
1505,1481,1000
1503,1484,1000
1501,1486,1000
1499,1488,1000
1497,1491,1000
1495,1493,1000
1493,1495,1000
1491,1498,1000
-333,1500,1000
1487,1502,1000
1485,1505,1000
1483,1507,1000
1486,1511,1000
1490,1514,1000
1493,1518,1000
1497,1521,1000
1500,1525,1000
1504,1529,1000
1507,1532,1000
1510,1536,1000
1514,1540,1000
1517,1543,1000
1521,1547,1000
1524,1551,1000
1527,1554,1000
1530,1558,1000
1534,1562,1000
-330,1566,1000
1540,1569,1000
1543,1573,1000
1547,1577,1000
1550,1581,1000
1553,1585,1000
1556,1589,1000
1559,1592,1000
1562,1596,1000
1566,1600,1000
1569,1604,1000
1572,1608,1000
1575,1612,1000
1578,1616,1000
1581,1620,1000
1584,1624,1000
1587,1628,1000
1590,1632,1000
1593,1636,1000
1596,1640,1000
1599,1644,1000
1601,1648,1000
1604,1652,1000
1607,1657,1000
1610,1661,1000
1613,1665,1000
-330,1669,1000
1618,1673,1000
1621,1678,1000
1624,1682,1000
1626,1686,1000
1629,1690,1000
1632,1695,1000
1634,1699,1000
